leg_id,trip_id,sequence_no,start_ts,end_ts,mode,origin_label,destination_label,distance_km,duration_min,ticket_required,ticket_product_used,leg_note
trip_a0f99395143b_00014_leg_002,trip_a0f99395143b_00014,2,2026-01-07T07:37:00,2026-01-07T07:49:00,subway,St. Pauli U‑Bahn Station,Jungfernstieg Station,6.0,12,True,monthly_pass,U3 ride.
trip_a0f99395143b_00014_leg_003,trip_a0f99395143b_00014,3,2026-01-07T07:50:00,2026-01-07T08:00:00,bike,Jungfernstieg Station,Office City Centre,3.0,10,False,none,Bike the last segment.
trip_a0f99395143b_00015_leg_001,trip_a0f99395143b_00015,1,2026-01-07T17:30:00,2026-01-07T17:40:00,bike,Office City Centre,Jungfernstieg Station,3.0,10,False,none,Bike to subway.
trip_a0f99395143b_00015_leg_002,trip_a0f99395143b_00015,2,2026-01-07T17:42:00,2026-01-07T17:54:00,subway,Jungfernstieg Station,St. Pauli U‑Bahn Station,6.0,12,True,monthly_pass,U3 back towards home.
trip_a0f99395143b_00015_leg_003,trip_a0f99395143b_00015,3,2026-01-07T17:55:00,2026-01-07T18:00:00,walking,St. Pauli U‑Bahn Station,Home 20095,0.4,5,False,none,Final walk home.
trip_a0f99395143b_00016_leg_001,trip_a0f99395143b_00016,1,2026-01-08T07:30:00,2026-01-08T07:38:00,walking,Apartment,U-Bahn Station,0.5,8,False,none,Walk to the nearest U‑Bahn station.
trip_a0f99395143b_00016_leg_002,trip_a0f99395143b_00016,2,2026-01-08T07:38:00,2026-01-08T08:00:00,subway,U-Bahn Station,Hauptbahnhof,9.0,22,True,monthly_pass,Subway ride to central station.
trip_a0f99395143b_00016_leg_003,trip_a0f99395143b_00016,3,2026-01-08T08:00:00,2026-01-08T08:05:00,walking,Hauptbahnhof,Office,0.5,5,False,none,Walk the last block to the office.
trip_a0f99395143b_00017_leg_001,trip_a0f99395143b_00017,1,2026-01-08T12:00:00,2026-01-08T12:07:00,walking,Office,Lunch Spot,0.5,7,False,none,Walk to a nearby restaurant for lunch.
trip_a0f99395143b_00018_leg_001,trip_a0f99395143b_00018,1,2026-01-08T18:30:00,2026-01-08T18:38:00,walking,Office,Tram Stop,0.4,8,False,none,Walk to the nearest tram stop.
trip_a0f99395143b_00018_leg_002,trip_a0f99395143b_00018,2,2026-01-08T18:38:00,2026-01-08T19:00:00,tram,Tram Stop,Gym Stop,5.6,22,True,monthly_pass,Tram ride to the gym district.
trip_a0f99395143b_00019_leg_001,trip_a0f99395143b_00019,1,2026-01-08T20:30:00,2026-01-08T20:38:00,walking,Gym,Tram Stop,0.4,8,False,none,Walk to tram stop.
trip_a0f99395143b_00019_leg_002,trip_a0f99395143b_00019,2,2026-01-08T20:38:00,2026-01-08T21:00:00,tram,Tram Stop,Home Stop,5.6,22,True,monthly_pass,Tram back towards home.
trip_a0f99395143b_00020_leg_001,trip_a0f99395143b_00020,1,2026-01-09T07:45:00,2026-01-09T07:52:00,walking,Apartment,Regional Train Station,0.5,7,False,none,Walk to the regional train platform.
trip_a0f99395143b_00020_leg_002,trip_a0f99395143b_00020,2,2026-01-09T07:52:00,2026-01-09T08:15:00,regional_train,Regional Train Station,Hauptbahnhof,11.0,23,True,monthly_pass,Regional train to central station.
trip_a0f99395143b_00020_leg_003,trip_a0f99395143b_00020,3,2026-01-09T08:15:00,2026-01-09T08:25:00,bike,Hauptbahnhof,Office,0.5,10,False,none,Bike the last kilometre to the office.
trip_a0f99395143b_00021_leg_001,trip_a0f99395143b_00021,1,2026-01-09T12:15:00,2026-01-09T12:23:00,walking,Office,Lunch Café,0.6,8,False,none,Walk to a nearby lunch spot.
trip_a0f99395143b_00022_leg_001,trip_a0f99395143b_00022,1,2026-01-09T19:00:00,2026-01-09T19:07:00,walking,Office,Tram Stop,0.5,7,False,none,Walk to tram stop.
trip_a0f99395143b_00022_leg_002,trip_a0f99395143b_00022,2,2026-01-09T19:07:00,2026-01-09T19:25:00,tram,Tram Stop,HafenCity Stop,4.5,18,True,monthly_pass,Tram ride to the dinner area.
trip_a0f99395143b_00023_leg_001,trip_a0f99395143b_00023,1,2026-01-09T21:30:00,2026-01-09T21:35:00,walking,Restaurant,Scooter Dock,0.3,5,False,none,Walk to the nearest shared scooter.
trip_a0f99395143b_00023_leg_002,trip_a0f99395143b_00023,2,2026-01-09T21:35:00,2026-01-09T21:48:00,shared_scooter,Scooter Dock,Home Area,4.5,13,False,none,Ride shared e‑scooter home.
trip_a0f99395143b_00023_leg_003,trip_a0f99395143b_00023,3,2026-01-09T21:48:00,2026-01-09T21:50:00,walking,Home Area,Apartment,0.2,2,False,none,Final short walk to the apartment.
trip_a0f99395143b_00024_leg_001,trip_a0f99395143b_00024,1,2026-01-10T10:00:00,2026-01-10T10:15:00,bike,Apartment,Stadtpark,4.0,15,False,none,Bike ride to the park.
trip_a0f99395143b_00025_leg_001,trip_a0f99395143b_00025,1,2026-01-10T12:30:00,2026-01-10T12:35:00,walking,Stadtpark,Parkside Café,0.3,5,False,none,Walk to a nearby café.
trip_a0f99395143b_00026_leg_001,trip_a0f99395143b_00026,1,2026-01-10T14:00:00,2026-01-10T14:15:00,bike,Café,Apartment,4.0,15,False,none,Bike ride home.
trip_a0f99395143b_00027_leg_001,trip_a0f99395143b_00027,1,2026-01-11T09:00:00,2026-01-11T09:07:00,walking,Apartment,Hamburg Hbf,0.5,7,False,none,Walk to Hamburg Hauptbahnhof.
trip_a0f99395143b_00027_leg_002,trip_a0f99395143b_00027,2,2026-01-11T09:07:00,2026-01-11T10:00:00,regional_train,Hamburg Hbf,Lübeck Hbf,70.0,53,True,monthly_pass,Regional train to Lübeck.
trip_a0f99395143b_00027_leg_003,trip_a0f99395143b_00027,3,2026-01-11T10:00:00,2026-01-11T10:20:00,walking,Lübeck Hbf,Friend's Apartment,0.5,20,False,none,Walk from Lübeck station to friend's place.
trip_a0f99395143b_00028_leg_001,trip_a0f99395143b_00028,1,2026-01-11T18:00:00,2026-01-11T18:20:00,walking,Friend's Apartment,Lübeck Hbf,0.5,20,False,none,Walk to Lübeck station.
trip_a0f99395143b_00028_leg_002,trip_a0f99395143b_00028,2,2026-01-11T18:20:00,2026-01-11T19:13:00,regional_train,Lübeck Hbf,Hamburg Hbf,70.0,53,True,monthly_pass,Regional train back to Hamburg.
trip_a0f99395143b_00028_leg_003,trip_a0f99395143b_00028,3,2026-01-11T19:13:00,2026-01-11T19:20:00,walking,Hamburg Hbf,Apartment,0.5,7,False,none,Final walk home.
trip_a0f99395143b_00029_leg_001,trip_a0f99395143b_00029,1,2026-01-12T07:20:00,2026-01-12T07:28:00,walking,Apartment,U-Bahn Station,0.5,8,False,none,Walk to the U‑Bahn.
trip_a0f99395143b_00029_leg_002,trip_a0f99395143b_00029,2,2026-01-12T07:28:00,2026-01-12T07:50:00,subway,U-Bahn Station,Hauptbahnhof,9.0,22,True,monthly_pass,Subway ride to central station.
trip_a0f99395143b_00029_leg_003,trip_a0f99395143b_00029,3,2026-01-12T07:50:00,2026-01-12T07:55:00,walking,Hauptbahnhof,Office,0.5,5,False,none,Final walk to the office.
trip_a0f99395143b_00030_leg_001,trip_a0f99395143b_00030,1,2026-01-12T18:45:00,2026-01-12T18:53:00,walking,Office,U-Bahn Station,0.5,8,False,none,Walk to the subway entrance.
trip_a0f99395143b_00030_leg_002,trip_a0f99395143b_00030,2,2026-01-12T18:53:00,2026-01-12T19:15:00,subway,U-Bahn Station,Hauptbahnhof,9.0,22,True,monthly_pass,Subway ride homeward.
trip_a0f99395143b_00030_leg_003,trip_a0f99395143b_00030,3,2026-01-12T19:15:00,2026-01-12T19:20:00,walking,Hauptbahnhof,Apartment,0.5,5,False,none,Final walk home.
trip_f6597ba619d4_00001_leg_001,trip_f6597ba619d4_00001,1,2026-01-01T07:30:00,2026-01-01T08:00:00,car,Home driveway,School parking,7.5,30,False,none,Drive from home to school parking lot.
trip_f6597ba619d4_00001_leg_002,trip_f6597ba619d4_00001,2,2026-01-01T08:00:00,2026-01-01T08:10:00,walking,School parking,School gate,0.5,10,False,none,Walk from parking to school entrance.
trip_f6597ba619d4_00002_leg_001,trip_f6597ba619d4_00002,1,2026-01-01T16:30:00,2026-01-01T16:40:00,walking,School gate,School parking,0.5,10,False,none,Walk from school gate to car.
trip_f6597ba619d4_00002_leg_002,trip_f6597ba619d4_00002,2,2026-01-01T16:40:00,2026-01-01T17:10:00,car,School parking,Home driveway,7.5,30,False,none,Drive home.
trip_f6597ba619d4_00003_leg_001,trip_f6597ba619d4_00003,1,2026-01-02T07:35:00,2026-01-02T08:05:00,car,Home driveway,School parking,7.5,30,False,none,Drive to school parking.
trip_f6597ba619d4_00003_leg_002,trip_f6597ba619d4_00003,2,2026-01-02T08:05:00,2026-01-02T08:15:00,walking,School parking,School gate,0.5,10,False,none,Walk to school entrance.
trip_f6597ba619d4_00004_leg_001,trip_f6597ba619d4_00004,1,2026-01-02T16:35:00,2026-01-02T16:45:00,walking,School gate,School parking,0.5,10,False,none,Walk to car.
trip_f6597ba619d4_00004_leg_002,trip_f6597ba619d4_00004,2,2026-01-02T16:45:00,2026-01-02T17:15:00,car,School parking,Home driveway,7.5,30,False,none,Drive home.
trip_f6597ba619d4_00005_leg_001,trip_f6597ba619d4_00005,1,2026-01-03T09:00:00,2026-01-03T09:20:00,bike,Home,Stadtpark Lüneburg,5.0,20,False,none,Bike ride to the park.
trip_f6597ba619d4_00006_leg_001,trip_f6597ba619d4_00006,1,2026-01-03T12:00:00,2026-01-03T12:10:00,car,Home driveway,Supermarket parking,3.0,10,False,none,Drive to the grocery store.
trip_f6597ba619d4_00006_leg_002,trip_f6597ba619d4_00006,2,2026-01-03T12:10:00,2026-01-03T12:25:00,car,Supermarket parking,Mall parking,2.0,15,False,none,Drive from grocery to the shopping centre.
trip_f6597ba619d4_00006_leg_003,trip_f6597ba619d4_00006,3,2026-01-03T12:25:00,2026-01-03T13:00:00,walking,Mall parking,Mall entrance,0.5,35,False,none,Walk into the mall and shop (includes time spent inside).
trip_f6597ba619d4_00007_leg_001,trip_f6597ba619d4_00007,1,2026-01-03T19:00:00,2026-01-03T19:05:00,walking,Home,Bus stop,0.2,5,False,none,Walk to the bus stop.
trip_f6597ba619d4_00007_leg_002,trip_f6597ba619d4_00007,2,2026-01-03T19:05:00,2026-01-03T19:55:00,bus,Bus stop,Restaurant bus stop,5.0,50,True,monthly_pass,"Bus ride to the restaurant area, includes waiting time."
trip_f6597ba619d4_00007_leg_003,trip_f6597ba619d4_00007,3,2026-01-03T19:55:00,2026-01-03T20:00:00,walking,Restaurant bus stop,Restaurant Zum See,0.3,5,False,none,Walk to the restaurant.
trip_f6597ba619d4_00008_leg_001,trip_f6597ba619d4_00008,1,2026-01-04T10:00:00,2026-01-04T10:05:00,walking,Home,Lüneburg Station,0.3,5,False,none,Walk to the train station.
trip_f6597ba619d4_00008_leg_002,trip_f6597ba619d4_00008,2,2026-01-04T10:05:00,2026-01-04T11:15:00,regional_train,Lüneburg Station,Celle Station,30.0,70,True,monthly_pass,"Train ride, includes waiting time."
trip_f6597ba619d4_00008_leg_003,trip_f6597ba619d4_00008,3,2026-01-04T11:15:00,2026-01-04T11:30:00,walking,Celle Station,Becker relatives,0.5,15,False,none,Walk from the station to the relatives' house.
trip_f6597ba619d4_00009_leg_001,trip_f6597ba619d4_00009,1,2026-01-04T17:00:00,2026-01-04T17:15:00,walking,Becker relatives,Celle Station,0.5,15,False,none,Walk to the train station.
trip_f6597ba619d4_00009_leg_002,trip_f6597ba619d4_00009,2,2026-01-04T17:15:00,2026-01-04T18:25:00,regional_train,Celle Station,Lüneburg Station,30.0,70,True,monthly_pass,Train ride back to Lüneburg.
trip_f6597ba619d4_00009_leg_003,trip_f6597ba619d4_00009,3,2026-01-04T18:25:00,2026-01-04T18:30:00,walking,Lüneburg Station,Home,0.3,5,False,none,Walk home from the station.
trip_f6597ba619d4_00010_leg_001,trip_f6597ba619d4_00010,1,2026-01-05T07:25:00,2026-01-05T07:55:00,car,Home driveway,School parking,7.5,30,False,none,Drive to school.
trip_f6597ba619d4_00010_leg_002,trip_f6597ba619d4_00010,2,2026-01-05T07:55:00,2026-01-05T08:05:00,walking,School parking,School gate,0.5,10,False,none,Walk to classroom entrance.
trip_f6597ba619d4_00011_leg_001,trip_f6597ba619d4_00011,1,2026-01-05T16:25:00,2026-01-05T16:35:00,walking,School gate,School parking,0.5,10,False,none,Walk to car.
trip_f6597ba619d4_00011_leg_002,trip_f6597ba619d4_00011,2,2026-01-05T16:35:00,2026-01-05T17:05:00,car,School parking,Home driveway,7.5,30,False,none,Drive home.
trip_f6597ba619d4_00012_leg_001,trip_f6597ba619d4_00012,1,2026-01-06T07:40:00,2026-01-06T08:10:00,car,Home driveway,School parking,7.5,30,False,none,Drive to school.
trip_f6597ba619d4_00012_leg_002,trip_f6597ba619d4_00012,2,2026-01-06T08:10:00,2026-01-06T08:20:00,walking,School parking,School gate,0.5,10,False,none,Walk to school entrance.
trip_f6597ba619d4_00013_leg_001,trip_f6597ba619d4_00013,1,2026-01-06T16:40:00,2026-01-06T16:50:00,walking,School gate,School parking,0.5,10,False,none,Walk to car.
trip_f6597ba619d4_00013_leg_002,trip_f6597ba619d4_00013,2,2026-01-06T16:50:00,2026-01-06T17:20:00,car,School parking,Home driveway,7.5,30,False,none,Drive home.
trip_f6597ba619d4_00014_leg_001,trip_f6597ba619d4_00014,1,2026-01-07T07:30:00,2026-01-07T08:00:00,car,Home driveway,School parking,7.5,30,False,none,Drive to school.
trip_f6597ba619d4_00014_leg_002,trip_f6597ba619d4_00014,2,2026-01-07T08:00:00,2026-01-07T08:10:00,walking,School parking,School gate,0.5,10,False,none,Walk to school entrance.
trip_f6597ba619d4_00015_leg_001,trip_f6597ba619d4_00015,1,2026-01-07T16:30:00,2026-01-07T16:40:00,walking,School gate,School parking,0.5,10,False,none,Walk to car.
trip_f6597ba619d4_00015_leg_002,trip_f6597ba619d4_00015,2,2026-01-07T16:40:00,2026-01-07T17:10:00,car,School parking,Home driveway,7.5,30,False,none,Drive home.
trip_f6597ba619d4_00016_leg_001,trip_f6597ba619d4_00016,1,2026-01-08T07:10:00,2026-01-08T07:30:00,car,Becker Residence,School Parking Lot,10.0,20,False,none,Drive from home to school parking.
trip_f6597ba619d4_00016_leg_002,trip_f6597ba619d4_00016,2,2026-01-08T07:30:00,2026-01-08T07:35:00,walking,School Parking Lot,School Gate,0.5,5,False,none,Walk from parking to school entrance.
trip_f6597ba619d4_00017_leg_001,trip_f6597ba619d4_00017,1,2026-01-08T15:30:00,2026-01-08T15:35:00,walking,School Gate,School Parking Lot,0.5,5,False,none,Walk from school entrance to parking.
trip_f6597ba619d4_00017_leg_002,trip_f6597ba619d4_00017,2,2026-01-08T15:35:00,2026-01-08T16:00:00,car,School Parking Lot,Becker Residence,10.0,25,False,none,Drive home.
trip_f6597ba619d4_00018_leg_001,trip_f6597ba619d4_00018,1,2026-01-09T07:12:00,2026-01-09T07:32:00,car,Becker Residence,School Parking Lot,10.0,20,False,none,Drive to school parking.
trip_f6597ba619d4_00018_leg_002,trip_f6597ba619d4_00018,2,2026-01-09T07:32:00,2026-01-09T07:37:00,walking,School Parking Lot,School Gate,0.5,5,False,none,Walk to school entrance.
trip_f6597ba619d4_00019_leg_001,trip_f6597ba619d4_00019,1,2026-01-09T15:35:00,2026-01-09T15:40:00,walking,School Gate,School Parking Lot,0.5,5,False,none,Walk to car.
trip_f6597ba619d4_00019_leg_002,trip_f6597ba619d4_00019,2,2026-01-09T15:40:00,2026-01-09T16:00:00,car,School Parking Lot,Becker Residence,10.0,20,False,none,Drive home.
trip_f6597ba619d4_00020_leg_001,trip_f6597ba619d4_00020,1,2026-01-10T07:08:00,2026-01-10T07:28:00,car,Becker Residence,School Parking Lot,10.0,20,False,none,Drive to school parking.
trip_f6597ba619d4_00020_leg_002,trip_f6597ba619d4_00020,2,2026-01-10T07:28:00,2026-01-10T07:33:00,walking,School Parking Lot,School Gate,0.5,5,False,none,Walk to school entrance.
trip_f6597ba619d4_00021_leg_001,trip_f6597ba619d4_00021,1,2026-01-10T15:28:00,2026-01-10T15:33:00,walking,School Gate,School Parking Lot,0.5,5,False,none,Walk to car.
trip_f6597ba619d4_00021_leg_002,trip_f6597ba619d4_00021,2,2026-01-10T15:33:00,2026-01-10T15:53:00,car,School Parking Lot,Becker Residence,10.0,20,False,none,Drive home.
trip_f6597ba619d4_00022_leg_001,trip_f6597ba619d4_00022,1,2026-01-11T07:15:00,2026-01-11T07:35:00,car,Becker Residence,School Parking Lot,10.0,20,False,none,Drive to school parking.
trip_f6597ba619d4_00022_leg_002,trip_f6597ba619d4_00022,2,2026-01-11T07:35:00,2026-01-11T07:40:00,walking,School Parking Lot,School Gate,0.5,5,False,none,Walk to school entrance.
trip_f6597ba619d4_00023_leg_001,trip_f6597ba619d4_00023,1,2026-01-11T15:32:00,2026-01-11T15:37:00,walking,School Gate,School Parking Lot,0.5,5,False,none,Walk to car.
trip_f6597ba619d4_00023_leg_002,trip_f6597ba619d4_00023,2,2026-01-11T15:37:00,2026-01-11T15:57:00,car,School Parking Lot,Becker Residence,10.0,20,False,none,Drive home.
trip_f6597ba619d4_00024_leg_001,trip_f6597ba619d4_00024,1,2026-01-11T16:00:00,2026-01-11T16:10:00,bike,School Gate,Café am Marktplatz,2.0,10,False,none,Bike from school to café.
trip_f6597ba619d4_00024_leg_002,trip_f6597ba619d4_00024,2,2026-01-11T16:20:00,2026-01-11T16:30:00,bike,Café am Marktplatz,Becker Residence,5.0,20,False,none,Bike home after café visit.
trip_f6597ba619d4_00025_leg_001,trip_f6597ba619d4_00025,1,2026-01-12T07:11:00,2026-01-12T07:31:00,car,Becker Residence,School Parking Lot,10.0,20,False,none,Drive to school parking.
trip_f6597ba619d4_00025_leg_002,trip_f6597ba619d4_00025,2,2026-01-12T07:31:00,2026-01-12T07:36:00,walking,School Parking Lot,School Gate,0.5,5,False,none,Walk to school entrance.
trip_f6597ba619d4_00026_leg_001,trip_f6597ba619d4_00026,1,2026-01-12T15:33:00,2026-01-12T15:38:00,walking,School Gate,School Parking Lot,0.5,5,False,none,Walk to car.
trip_f6597ba619d4_00026_leg_002,trip_f6597ba619d4_00026,2,2026-01-12T15:38:00,2026-01-12T15:58:00,car,School Parking Lot,Becker Residence,10.0,20,False,none,Drive home.
trip_f6597ba619d4_00027_leg_001,trip_f6597ba619d4_00027,1,2026-01-13T10:00:00,2026-01-13T10:10:00,car,Becker Residence,Lüneburg Supermarkt,5.0,10,False,none,Drive to supermarket.
trip_f6597ba619d4_00027_leg_002,trip_f6597ba619d4_00027,2,2026-01-13T10:40:00,2026-01-13T10:50:00,car,Lüneburg Supermarkt,Becker Residence,5.0,10,False,none,Drive home after shopping.
trip_f6597ba619d4_00028_leg_001,trip_f6597ba619d4_00028,1,2026-01-13T14:00:00,2026-01-13T14:15:00,car,Becker Residence,Lüneburg Stadtpark,8.0,15,False,none,Drive to the park.
trip_f6597ba619d4_00028_leg_002,trip_f6597ba619d4_00028,2,2026-01-13T15:15:00,2026-01-13T15:30:00,car,Lüneburg Stadtpark,Becker Residence,8.0,15,False,none,Drive home after park visit.
trip_f6597ba619d4_00029_leg_001,trip_f6597ba619d4_00029,1,2026-01-14T09:00:00,2026-01-14T09:05:00,walking,Becker Residence,Lüneburg Bahnhof,0.5,5,False,none,Walk to Lüneburg train station.
trip_f6597ba619d4_00029_leg_002,trip_f6597ba619d4_00029,2,2026-01-14T09:05:00,2026-01-14T09:35:00,regional_train,Lüneburg Bahnhof,Celle Bahnhof,40.0,30,True,monthly_pass,Regional train to Celle.
trip_f6597ba619d4_00029_leg_003,trip_f6597ba619d4_00029,3,2026-01-14T09:35:00,2026-01-14T09:40:00,walking,Celle Bahnhof,Celle Family Home,0.5,5,False,none,Walk to relatives' house.
trip_f6597ba619d4_00030_leg_001,trip_f6597ba619d4_00030,1,2026-01-14T18:00:00,2026-01-14T18:05:00,walking,Celle Family Home,Celle Bahnhof,0.5,5,False,none,Walk to Celle station.
trip_f6597ba619d4_00030_leg_002,trip_f6597ba619d4_00030,2,2026-01-14T18:05:00,2026-01-14T18:35:00,regional_train,Celle Bahnhof,Lüneburg Bahnhof,40.0,30,True,monthly_pass,Regional train back to Lüneburg.
trip_f6597ba619d4_00030_leg_003,trip_f6597ba619d4_00030,3,2026-01-14T18:35:00,2026-01-14T18:40:00,walking,Lüneburg Bahnhof,Becker Residence,0.5,5,False,none,Walk home from station.
trip_4603f85e11f7_00001_leg_001,trip_4603f85e11f7_00001,1,2026-01-01T07:30:00,2026-01-01T07:45:00,car,Home,Gymnasium Eisenach,5.0,15,False,none,Drive directly from home to the school gate.
trip_4603f85e11f7_00002_leg_001,trip_4603f85e11f7_00002,1,2026-01-01T16:00:00,2026-01-01T16:15:00,car,Gymnasium Eisenach,Home,5.0,15,False,none,Drive back home after school.
trip_4603f85e11f7_00003_leg_001,trip_4603f85e11f7_00003,1,2026-01-01T18:00:00,2026-01-01T18:20:00,car,Gymnasium Eisenach,Edeka Eisenach,4.0,20,False,none,Drive to the local grocery store.
trip_4603f85e11f7_00004_leg_001,trip_4603f85e11f7_00004,1,2026-01-02T07:30:00,2026-01-02T07:45:00,car,Home,Gymnasium Eisenach,5.0,15,False,none,Drive to school.
trip_4603f85e11f7_00005_leg_001,trip_4603f85e11f7_00005,1,2026-01-02T16:00:00,2026-01-02T16:15:00,car,Gymnasium Eisenach,Home,5.0,15,False,none,Drive back home.
trip_4603f85e11f7_00006_leg_001,trip_4603f85e11f7_00006,1,2026-01-02T18:30:00,2026-01-02T18:50:00,car,Gymnasium Eisenach,Park Parking,6.0,20,False,none,Drive to the park parking area.
trip_4603f85e11f7_00006_leg_002,trip_4603f85e11f7_00006,2,2026-01-02T18:50:00,2026-01-02T19:00:00,walking,Park Parking,Park Entrance,0.5,10,False,none,Walk from the car to the park entrance.
trip_4603f85e11f7_00007_leg_001,trip_4603f85e11f7_00007,1,2026-01-03T09:00:00,2026-01-03T09:07:00,walking,Home,Eisenach Hauptbahnhof,0.5,7,False,none,Walk to the main train station.
trip_4603f85e11f7_00007_leg_002,trip_4603f85e11f7_00007,2,2026-01-03T09:07:00,2026-01-03T09:45:00,regional_train,Eisenach Hauptbahnhof,Erfurt Hauptbahnhof,30.0,38,True,monthly_pass,Regional train to Erfurt.
trip_4603f85e11f7_00007_leg_003,trip_4603f85e11f7_00007,3,2026-01-03T09:45:00,2026-01-03T10:00:00,walking,Erfurt Hauptbahnhof,Grandparents' House (Erfurt),0.5,15,False,none,Walk from the station to grandparents' house.
trip_4603f85e11f7_00008_leg_001,trip_4603f85e11f7_00008,1,2026-01-03T13:00:00,2026-01-03T13:30:00,bike,Home,Eisenach Shopping Center,3.0,30,False,none,Bike to the shopping center.
trip_4603f85e11f7_00009_leg_001,trip_4603f85e11f7_00009,1,2026-01-03T18:00:00,2026-01-03T18:05:00,walking,Home,Bus Stop Main St,0.3,5,False,none,Walk to the nearest bus stop.
trip_4603f85e11f7_00009_leg_002,trip_4603f85e11f7_00009,2,2026-01-03T18:05:00,2026-01-03T18:20:00,bus,Bus Stop Main St,CineStar Eisenach,5.0,15,True,monthly_pass,Bus ride to the cinema.
trip_4603f85e11f7_00009_leg_003,trip_4603f85e11f7_00009,3,2026-01-03T18:20:00,2026-01-03T20:30:00,other,Cinema Hall,Cinema Hall,0.0,130,False,none,Watch the movie.
trip_4603f85e11f7_00010_leg_001,trip_4603f85e11f7_00010,1,2026-01-04T10:00:00,2026-01-04T10:45:00,bike,Home,Eisenach Stadtpark,3.0,45,False,none,Bike to the park.
trip_4603f85e11f7_00011_leg_001,trip_4603f85e11f7_00011,1,2026-01-04T14:00:00,2026-01-04T14:07:00,walking,Home,Eisenach Hauptbahnhof,0.5,7,False,none,Walk to the train station.
trip_4603f85e11f7_00011_leg_002,trip_4603f85e11f7_00011,2,2026-01-04T14:07:00,2026-01-04T14:30:00,regional_train,Eisenach Hauptbahnhof,Weimar Hauptbahnhof,20.0,23,True,monthly_pass,Regional train to Weimar.
trip_4603f85e11f7_00011_leg_003,trip_4603f85e11f7_00011,3,2026-01-04T14:30:00,2026-01-04T14:40:00,walking,Weimar Hauptbahnhof,Weimar Museum,0.5,10,False,none,Walk to the museum.
trip_4603f85e11f7_00011_leg_004,trip_4603f85e11f7_00011,4,2026-01-04T14:40:00,2026-01-04T15:30:00,other,Weimar Museum,Weimar Museum,0.0,50,False,none,Visit the museum.
trip_4603f85e11f7_00012_leg_001,trip_4603f85e11f7_00012,1,2026-01-05T07:30:00,2026-01-05T07:35:00,walking,Home,Eisenach Hauptbahnhof,0.5,5,False,none,Walk to the train station.
trip_4603f85e11f7_00012_leg_002,trip_4603f85e11f7_00012,2,2026-01-05T07:35:00,2026-01-05T07:55:00,regional_train,Eisenach Hauptbahnhof,Eisenach School Station,10.0,20,True,monthly_pass,Regional train segment.
trip_4603f85e11f7_00012_leg_003,trip_4603f85e11f7_00012,3,2026-01-05T07:55:00,2026-01-05T08:00:00,walking,Eisenach School Station,Gymnasium Eisenach,0.5,5,False,none,Final walk to the school.
trip_4603f85e11f7_00013_leg_001,trip_4603f85e11f7_00013,1,2026-01-05T16:30:00,2026-01-05T16:35:00,walking,Gymnasium Eisenach,Eisenach School Station,0.5,5,False,none,Walk to the nearby station.
trip_4603f85e11f7_00013_leg_002,trip_4603f85e11f7_00013,2,2026-01-05T16:35:00,2026-01-05T16:55:00,regional_train,Eisenach School Station,Eisenach Hauptbahnhof,10.0,20,True,monthly_pass,Train back toward home.
trip_4603f85e11f7_00013_leg_003,trip_4603f85e11f7_00013,3,2026-01-05T16:55:00,2026-01-05T17:00:00,walking,Eisenach Hauptbahnhof,Home,0.5,5,False,none,Final walk home.
trip_4603f85e11f7_00014_leg_001,trip_4603f85e11f7_00014,1,2026-01-06T07:30:00,2026-01-06T07:45:00,car,Home,Gymnasium Eisenach,5.0,15,False,none,Drive to school.
trip_4603f85e11f7_00015_leg_001,trip_4603f85e11f7_00015,1,2026-01-06T16:00:00,2026-01-06T16:15:00,car,Gymnasium Eisenach,Home,5.0,15,False,none,Drive back home.
trip_4603f85e11f7_00016_leg_001,trip_4603f85e11f7_00016,1,2026-01-08T07:15:00,2026-01-08T07:27:00,car,Klein Residence,Grundschule Eisenach,5.0,12,False,none,Drive from home to the primary school to drop the children.
trip_4603f85e11f7_00016_leg_002,trip_4603f85e11f7_00016,2,2026-01-08T07:27:00,2026-01-08T07:37:00,walking,Grundschule Eisenach,Eisenach Gymnasium,0.8,10,False,none,Walk from the school gate to the workplace.
trip_4603f85e11f7_00017_leg_001,trip_4603f85e11f7_00017,1,2026-01-08T18:00:00,2026-01-08T18:10:00,car,Eisenach Gymnasium,Edeka Eisenach Center,4.0,10,False,none,Drive from work to the local grocery store.
trip_4603f85e11f7_00017_leg_002,trip_4603f85e11f7_00017,2,2026-01-08T18:10:00,2026-01-08T18:22:00,car,Edeka Eisenach Center,Klein Residence,5.0,12,False,none,Return home after shopping.
trip_4603f85e11f7_00018_leg_001,trip_4603f85e11f7_00018,1,2026-01-09T07:10:00,2026-01-09T07:18:00,car,Klein Residence,Eisenach Bahnhof,3.0,8,False,none,Drive to the main train station.
trip_4603f85e11f7_00018_leg_002,trip_4603f85e11f7_00018,2,2026-01-09T07:18:00,2026-01-09T07:23:00,regional_train,Eisenach Bahnhof,Eisenach Gymnasium Station,2.0,5,True,monthly_pass,Regional train towards the school district.
trip_4603f85e11f7_00018_leg_003,trip_4603f85e11f7_00018,3,2026-01-09T07:23:00,2026-01-09T07:29:00,walking,Eisenach Gymnasium Station,Eisenach Gymnasium,0.5,6,False,none,Walk the short distance to the school building.
