trip_id,user_id,start_ts,end_ts,weekday,trip_purpose,main_mode,modes_used,distance_km,duration_min,estimated_cost_eur,ticket_product_used,is_commute,is_recurring_pattern,planning_style,priority_reason,generation_batch_index,generation_interval_start_ts,generation_interval_end_ts,origin.city,origin.place_type,origin.label,destination.city,destination.place_type,destination.label
trip_f6597ba619d4_00009,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-04T17:00:00,2026-01-04T18:30:00,sunday,return_home,regional_train,walking|regional_train|walking,30.8,90,0.0,monthly_pass,False,False,planned,"Train return avoids highway traffic and uses the existing monthly pass, fitting the family’s weekend schedule.",1,2026-01-01T00:00:00,2026-01-07T23:59:59,Celle,family_visit,Becker relatives,Lüneburg,home,Home
trip_f6597ba619d4_00010,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-05T07:25:00,2026-01-05T08:05:00,monday,commute,car,car|walking,8.0,40,1.6,none,True,True,routine,Consistent car commute supports reliable arrival for the teaching schedule.,1,2026-01-01T00:00:00,2026-01-07T23:59:59,Lüneburg,home,Home,Lüneburg,education,Lüneburg Primary School
trip_f6597ba619d4_00011,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-05T16:25:00,2026-01-05T17:05:00,monday,commute,car,walking|car,8.0,40,1.6,none,True,True,routine,Evening car trip offers a quick and comfortable way back to family life.,1,2026-01-01T00:00:00,2026-01-07T23:59:59,Lüneburg,education,Lüneburg Primary School,Lüneburg,home,Home
trip_f6597ba619d4_00012,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-06T07:40:00,2026-01-06T08:20:00,tuesday,commute,car,car|walking,8.0,40,1.6,none,True,True,routine,Car commute remains the most reliable option for the morning schedule.,1,2026-01-01T00:00:00,2026-01-07T23:59:59,Lüneburg,home,Home,Lüneburg,education,Lüneburg Primary School
trip_f6597ba619d4_00013,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-06T16:40:00,2026-01-06T17:20:00,tuesday,commute,car,walking|car,8.0,40,1.6,none,True,True,routine,Evening car ride ensures a comfortable return after a teaching day.,1,2026-01-01T00:00:00,2026-01-07T23:59:59,Lüneburg,education,Lüneburg Primary School,Lüneburg,home,Home
trip_f6597ba619d4_00014,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-07T07:30:00,2026-01-07T08:10:00,wednesday,commute,car,car|walking,8.0,40,1.6,none,True,True,routine,Standard weekday car commute to ensure timely arrival at school.,1,2026-01-01T00:00:00,2026-01-07T23:59:59,Lüneburg,home,Home,Lüneburg,education,Lüneburg Primary School
trip_f6597ba619d4_00015,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-07T16:30:00,2026-01-07T17:10:00,wednesday,commute,car,walking|car,8.0,40,1.6,none,True,True,routine,Evening car journey provides a quick return to family life.,1,2026-01-01T00:00:00,2026-01-07T23:59:59,Lüneburg,education,Lüneburg Primary School,Lüneburg,home,Home
trip_f6597ba619d4_00016,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-08T07:10:00,2026-01-08T07:35:00,monday,commute,car,car|walking,10.5,25,2.1,none,True,True,routine,"Uses car as primary mode for a reliable, safe door‑to‑door commute, matching her preference for schedule certainty and family safety.",2,2026-01-08T00:00:00,2026-01-14T23:59:59,Lüneburg,home,Becker Residence,Lüneburg,work,Lüneburg Primary School
trip_f6597ba619d4_00017,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-08T15:30:00,2026-01-08T16:00:00,monday,return_home,car,walking|car,10.5,30,2.1,none,True,True,routine,"Car provides a quick, comfortable return after the school day, fitting her family‑friendly priorities.",2,2026-01-08T00:00:00,2026-01-14T23:59:59,Lüneburg,work,Lüneburg Primary School,Lüneburg,home,Becker Residence
trip_f6597ba619d4_00018,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-09T07:12:00,2026-01-09T07:37:00,tuesday,commute,car,car|walking,10.5,25,2.1,none,True,True,routine,Consistent car commute ensures punctual arrival at school.,2,2026-01-08T00:00:00,2026-01-14T23:59:59,Lüneburg,home,Becker Residence,Lüneburg,work,Lüneburg Primary School
trip_f6597ba619d4_00019,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-09T15:35:00,2026-01-09T16:00:00,tuesday,return_home,car,walking|car,10.5,25,2.1,none,True,True,routine,Car ensures a comfortable end‑of‑day journey.,2,2026-01-08T00:00:00,2026-01-14T23:59:59,Lüneburg,work,Lüneburg Primary School,Lüneburg,home,Becker Residence
trip_f6597ba619d4_00020,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-10T07:08:00,2026-01-10T07:33:00,wednesday,commute,car,car|walking,10.5,25,2.1,none,True,True,routine,Morning car commute keeps her on schedule for teaching duties.,2,2026-01-08T00:00:00,2026-01-14T23:59:59,Lüneburg,home,Becker Residence,Lüneburg,work,Lüneburg Primary School
trip_f6597ba619d4_00021,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-10T15:28:00,2026-01-10T15:53:00,wednesday,return_home,car,walking|car,10.5,25,2.1,none,True,True,routine,Car provides a reliable end‑of‑day travel back home.,2,2026-01-08T00:00:00,2026-01-14T23:59:59,Lüneburg,work,Lüneburg Primary School,Lüneburg,home,Becker Residence
trip_f6597ba619d4_00022,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-11T07:15:00,2026-01-11T07:40:00,thursday,commute,car,car|walking,10.5,25,2.1,none,True,True,routine,Standard weekday car commute to school.,2,2026-01-08T00:00:00,2026-01-14T23:59:59,Lüneburg,home,Becker Residence,Lüneburg,work,Lüneburg Primary School
trip_f6597ba619d4_00023,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-11T15:32:00,2026-01-11T15:57:00,thursday,return_home,car,walking|car,10.5,25,2.1,none,True,True,routine,Car ensures a comfortable end‑of‑day travel.,2,2026-01-08T00:00:00,2026-01-14T23:59:59,Lüneburg,work,Lüneburg Primary School,Lüneburg,home,Becker Residence
trip_f6597ba619d4_00024,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-11T16:00:00,2026-01-11T16:30:00,thursday,leisure,bike,bike|bike,7.0,30,0.0,none,False,False,spontaneous,"Bike ride to a nearby café offers a quick, healthy break after work.",2,2026-01-08T00:00:00,2026-01-14T23:59:59,Lüneburg,work,Lüneburg Primary School,Lüneburg,home,Becker Residence
trip_f6597ba619d4_00025,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-12T07:11:00,2026-01-12T07:36:00,friday,commute,car,car|walking,10.5,25,2.1,none,True,True,routine,Standard Friday car commute to school.,2,2026-01-08T00:00:00,2026-01-14T23:59:59,Lüneburg,home,Becker Residence,Lüneburg,work,Lüneburg Primary School
trip_f6597ba619d4_00026,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-12T15:33:00,2026-01-12T15:58:00,friday,return_home,car,walking|car,10.5,25,2.1,none,True,True,routine,Car provides a comfortable end‑of‑week journey home.,2,2026-01-08T00:00:00,2026-01-14T23:59:59,Lüneburg,work,Lüneburg Primary School,Lüneburg,home,Becker Residence
trip_f6597ba619d4_00027,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-13T10:00:00,2026-01-13T10:50:00,saturday,shopping,car,car|car,10.0,50,2.0,none,False,False,planned,"Car is convenient for grocery run with family, fitting her preference for short trips by car.",2,2026-01-08T00:00:00,2026-01-14T23:59:59,Lüneburg,home,Becker Residence,Lüneburg,shopping,Lüneburg Supermarkt
trip_f6597ba619d4_00028,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-13T14:00:00,2026-01-13T15:30:00,saturday,leisure,car,car|car,16.0,90,3.2,none,False,False,planned,Family outing to the city park by car avoids parking hassles and fits weekend leisure preferences.,2,2026-01-08T00:00:00,2026-01-14T23:59:59,Lüneburg,home,Becker Residence,Lüneburg,park,Lüneburg Stadtpark
trip_f6597ba619d4_00029,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-14T09:00:00,2026-01-14T09:40:00,sunday,family,regional_train,walking|regional_train|walking,41.0,40,0.0,monthly_pass,False,False,planned,"Family visit by train uses monthly pass, avoids parking in Celle and provides a relaxed journey for the kids.",2,2026-01-08T00:00:00,2026-01-14T23:59:59,Lüneburg,home,Becker Residence,Celle,family_visit,Celle Family Home
trip_f6597ba619d4_00030,f6597ba6-19d4-4965-89ee-b9fed1fc4db5,2026-01-14T18:00:00,2026-01-14T18:40:00,sunday,return_home,regional_train,walking|regional_train|walking,41.0,40,0.0,monthly_pass,False,False,planned,Return by train uses the monthly pass and avoids driving long distance after a family day.,2,2026-01-08T00:00:00,2026-01-14T23:59:59,Celle,family_visit,Celle Family Home,Lüneburg,home,Becker Residence
trip_4603f85e11f7_00001,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-01T07:30:00,2026-01-01T07:45:00,thursday,commute,car,car,5.0,15,1.0,none,True,True,routine,"Uses the family car for a reliable morning commute to school, matching the stated routine.",1,2026-01-01T00:00:00,2026-01-07T23:59:59,Eisenach,home,Home,Eisenach,work,Gymnasium Eisenach
trip_4603f85e11f7_00002,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-01T16:00:00,2026-01-01T16:15:00,thursday,commute,car,car,5.0,15,1.0,none,True,True,routine,Evening drive home follows the daily commute pattern.,1,2026-01-01T00:00:00,2026-01-07T23:59:59,Eisenach,work,Gymnasium Eisenach,Eisenach,home,Home
trip_4603f85e11f7_00003,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-01T18:00:00,2026-01-01T18:20:00,thursday,errands,car,car,4.0,20,0.8,none,False,False,planned,Quick car trip to the grocery store after work fits the family’s routine errands.,1,2026-01-01T00:00:00,2026-01-07T23:59:59,Eisenach,work,Gymnasium Eisenach,Eisenach,shopping,Edeka Eisenach
trip_4603f85e11f7_00004,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-02T07:30:00,2026-01-02T07:45:00,friday,commute,car,car,5.0,15,1.0,none,True,True,routine,Morning car commute to school as part of the regular work week.,1,2026-01-01T00:00:00,2026-01-07T23:59:59,Eisenach,home,Home,Eisenach,work,Gymnasium Eisenach
trip_4603f85e11f7_00005,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-02T16:00:00,2026-01-02T16:15:00,friday,commute,car,car,5.0,15,1.0,none,True,True,routine,Standard evening drive home after the school day.,1,2026-01-01T00:00:00,2026-01-07T23:59:59,Eisenach,work,Gymnasium Eisenach,Eisenach,home,Home
trip_4603f85e11f7_00006,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-02T18:30:00,2026-01-02T19:00:00,friday,family,car,car|walking,6.5,30,1.2,none,False,False,spontaneous,"Family drives to the nearby park for an evening walk, a typical weekend‑like activity.",1,2026-01-01T00:00:00,2026-01-07T23:59:59,Eisenach,work,Gymnasium Eisenach,Eisenach,park,Eisenach Stadtpark
trip_4603f85e11f7_00007,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-03T09:00:00,2026-01-03T10:00:00,saturday,family,regional_train,walking|regional_train|walking,31.0,60,0.0,monthly_pass,False,False,planned,Weekend train trip lets the kids relax and avoids parking hassles at grandparents' house.,1,2026-01-01T00:00:00,2026-01-07T23:59:59,Eisenach,home,Home,Erfurt,family_visit,Grandparents' House (Erfurt)
trip_4603f85e11f7_00008,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-03T13:00:00,2026-01-03T13:30:00,saturday,shopping,bike,bike,3.0,30,0.0,none,False,False,spontaneous,"Bike ride to the mall is a quick, eco‑friendly way to run errands on a Saturday.",1,2026-01-01T00:00:00,2026-01-07T23:59:59,Eisenach,home,Home,Eisenach,shopping,Eisenach Shopping Center
trip_4603f85e11f7_00009,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-03T18:00:00,2026-01-03T20:30:00,saturday,leisure,bus,walking|bus|other,5.3,150,0.0,monthly_pass,False,False,spontaneous,"Evening cinema outing uses public transport, fitting the family’s occasional leisure trips.",1,2026-01-01T00:00:00,2026-01-07T23:59:59,Eisenach,home,Home,Eisenach,culture,CineStar Eisenach
trip_4603f85e11f7_00010,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-04T10:00:00,2026-01-04T10:45:00,sunday,leisure,bike,bike,3.0,45,0.0,none,False,False,spontaneous,Family enjoys a relaxed bike ride to the park on Sunday morning.,1,2026-01-01T00:00:00,2026-01-07T23:59:59,Eisenach,home,Home,Eisenach,park,Eisenach Stadtpark
trip_4603f85e11f7_00011,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-04T14:00:00,2026-01-04T15:30:00,sunday,culture,regional_train,walking|regional_train|walking|other,21.0,90,0.0,monthly_pass,False,False,planned,Weekend cultural outing by train aligns with the family’s interest in culture and avoids parking hassles.,1,2026-01-01T00:00:00,2026-01-07T23:59:59,Eisenach,home,Home,Weimar,culture,Weimar Museum
trip_4603f85e11f7_00012,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-05T07:30:00,2026-01-05T08:00:00,monday,commute,regional_train,walking|regional_train|walking,11.0,30,0.0,monthly_pass,True,True,routine,"Morning train used when traffic is expected to be heavy, matching the user’s stated fallback to public transport.",1,2026-01-01T00:00:00,2026-01-07T23:59:59,Eisenach,home,Home,Eisenach,work,Gymnasium Eisenach
trip_4603f85e11f7_00013,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-05T16:30:00,2026-01-05T17:00:00,monday,commute,regional_train,walking|regional_train|walking,11.0,30,0.0,monthly_pass,True,True,routine,"Evening train return mirrors the morning pattern, using the monthly pass.",1,2026-01-01T00:00:00,2026-01-07T23:59:59,Eisenach,work,Gymnasium Eisenach,Eisenach,home,Home
trip_4603f85e11f7_00014,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-06T07:30:00,2026-01-06T07:45:00,tuesday,commute,car,car,5.0,15,1.0,none,True,True,routine,Standard car commute on a regular workday.,1,2026-01-01T00:00:00,2026-01-07T23:59:59,Eisenach,home,Home,Eisenach,work,Gymnasium Eisenach
trip_4603f85e11f7_00015,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-06T16:00:00,2026-01-06T16:15:00,tuesday,commute,car,car,5.0,15,1.0,none,True,True,routine,Evening drive home after the workday.,1,2026-01-01T00:00:00,2026-01-07T23:59:59,Eisenach,work,Gymnasium Eisenach,Eisenach,home,Home
trip_4603f85e11f7_00016,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-08T07:15:00,2026-01-08T07:37:00,thursday,commute,car,car|walking,5.8,22,0.8,none,True,True,routine,Morning commute using the family car to drop kids at school then walking to work aligns with the user’s statement and family routine.,2,2026-01-08T00:00:00,2026-01-14T23:59:59,Eisenach,home,Klein Residence,Eisenach,work,Eisenach Gymnasium
trip_4603f85e11f7_00017,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-08T18:00:00,2026-01-08T18:22:00,thursday,errands,car,car|car,9.0,22,1.4,none,False,False,planned,Evening grocery run after work using the car fits the family’s need for quick errands.,2,2026-01-08T00:00:00,2026-01-14T23:59:59,Eisenach,work,Eisenach Gymnasium,Eisenach,home,Klein Residence
trip_4603f85e11f7_00018,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-09T07:10:00,2026-01-09T07:29:00,friday,commute,regional_train,car|regional_train|walking,5.5,19,0.0,monthly_pass,True,True,routine,"Uses the car to the station then regional train to avoid traffic, matching the user’s medium public‑transport affinity.",2,2026-01-08T00:00:00,2026-01-14T23:59:59,Eisenach,home,Klein Residence,Eisenach,work,Eisenach Gymnasium
trip_4603f85e11f7_00019,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-09T16:30:00,2026-01-09T17:27:00,friday,commute,regional_train,walking|regional_train|walking,4.0,57,0.0,monthly_pass,True,True,routine,"Return home via train to avoid evening road congestion, using the monthly pass.",2,2026-01-08T00:00:00,2026-01-14T23:59:59,Eisenach,work,Eisenach Gymnasium,Eisenach,home,Klein Residence
trip_4603f85e11f7_00020,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-10T09:00:00,2026-01-10T10:05:00,saturday,family,regional_train,car|regional_train|walking,84.0,65,0.0,monthly_pass,False,False,planned,Weekend family visit by train avoids parking hassles and uses the monthly pass.,2,2026-01-08T00:00:00,2026-01-14T23:59:59,Eisenach,home,Klein Residence,Erfurt,family_visit,Grandparents' House
trip_4603f85e11f7_00021,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-10T17:30:00,2026-01-10T18:35:00,saturday,family,regional_train,walking|regional_train|car,84.0,65,0.0,monthly_pass,False,False,planned,"Return home after the family visit, using the same sustainable train route.",2,2026-01-08T00:00:00,2026-01-14T23:59:59,Erfurt,family_visit,Grandparents' House,Eisenach,home,Klein Residence
trip_4603f85e11f7_00022,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-11T10:00:00,2026-01-11T10:15:00,sunday,leisure,bike,bike,4.0,15,0.0,none,False,False,spontaneous,Family bike ride to the local park for a relaxed Sunday outing.,2,2026-01-08T00:00:00,2026-01-14T23:59:59,Eisenach,home,Klein Residence,Eisenach,park,Krämerpark
trip_4603f85e11f7_00023,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-11T16:00:00,2026-01-11T16:15:00,sunday,return_home,bike,bike,4.0,15,0.0,none,False,False,spontaneous,Bike back home after the park visit.,2,2026-01-08T00:00:00,2026-01-14T23:59:59,Eisenach,park,Krämerpark,Eisenach,home,Klein Residence
trip_4603f85e11f7_00024,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-12T07:20:00,2026-01-12T07:42:00,monday,commute,car,car|walking,5.8,22,0.8,none,True,True,routine,Standard weekday car commute with a short walk to the school after dropping the kids.,2,2026-01-08T00:00:00,2026-01-14T23:59:59,Eisenach,home,Klein Residence,Eisenach,work,Eisenach Gymnasium
trip_4603f85e11f7_00025,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-12T18:10:00,2026-01-12T18:24:00,monday,return_home,car,car,6.0,14,0.9,none,True,True,routine,"Evening drive home after work, matching the family's car usage pattern.",2,2026-01-08T00:00:00,2026-01-14T23:59:59,Eisenach,work,Eisenach Gymnasium,Eisenach,home,Klein Residence
trip_4603f85e11f7_00026,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-13T07:15:00,2026-01-13T07:38:00,tuesday,commute,bus,car|bus|walking,5.5,23,0.0,monthly_pass,True,True,routine,"Morning commute using a short car ride to the bus stop, then bus, reflecting the user’s mixed‑mode preference.",2,2026-01-08T00:00:00,2026-01-14T23:59:59,Eisenach,home,Klein Residence,Eisenach,work,Eisenach Gymnasium
trip_4603f85e11f7_00027,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-13T16:45:00,2026-01-13T17:03:00,tuesday,return_home,bus,walking|bus,2.5,18,0.0,monthly_pass,True,True,routine,"Evening bus home after work, using the monthly pass and a short walk to the stop.",2,2026-01-08T00:00:00,2026-01-14T23:59:59,Eisenach,work,Eisenach Gymnasium,Eisenach,home,Klein Residence
trip_4603f85e11f7_00028,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-14T07:25:00,2026-01-14T07:47:00,wednesday,commute,car,car|walking,5.8,22,0.8,none,True,True,routine,Typical weekday car commute with a short walk after dropping the children at school.,2,2026-01-08T00:00:00,2026-01-14T23:59:59,Eisenach,home,Klein Residence,Eisenach,work,Eisenach Gymnasium
trip_4603f85e11f7_00029,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-14T18:15:00,2026-01-14T18:29:00,wednesday,return_home,car,car,6.0,14,0.9,none,True,True,routine,Evening drive home after a regular workday.,2,2026-01-08T00:00:00,2026-01-14T23:59:59,Eisenach,work,Eisenach Gymnasium,Eisenach,home,Klein Residence
trip_4603f85e11f7_00030,4603f85e-11f7-414c-8ad5-e8c71aa3c9e6,2026-01-14T19:00:00,2026-01-14T19:38:00,wednesday,leisure,bus,walking|bus|walking|car,11.7,38,0.9,monthly_pass,False,False,spontaneous,"After work, the family takes a bus to the shopping centre, then drives home, fitting the occasional evening outing described by the user.",2,2026-01-08T00:00:00,2026-01-14T23:59:59,Eisenach,work,Eisenach Gymnasium,Eisenach,shopping,Thüringer Einkaufszentrum
